region,difficulty,investor,scenario,strategy,seed,day,gameState,cash,loan,creditLimit,creditUsage,maxCreditUsage,minCash,minTrust,minCsi,maxInventoryAndTransit,monthEndCount,netAssets,inventory,pendingOrders,soldVehicles,csi,trust,badReviews,defaultedDrafts,endingRank,bankruptcy,dismissed,won,months
"low_comp","rookie","volume_growth","star12","aggressive",1,360,"won",28700179.15840001,2271669,24071046,0.09437350582936861,0.4848601925872093,2412421.556599999,72,90.64571428571425,30,11,35163766.95840001,25,4,404,95.02857142857034,100,0,0,"regional_star",false,false,true,12
"low_comp","rookie","volume_growth","star12","aggressive",2,241,"dismissed",19461433.2858001,6552350,12993662,0.5042727754500618,0.5246951073273297,2953754.5853999997,34,91.59142857142804,29,8,21522083.2858001,29,0,242,100,34,3,0,"",false,true,false,9
"low_comp","rookie","roi_first","survive6","conservative",1,180,"won",5006770.2716000145,2063474,10348395,0.1994003901088043,0.28953676639855636,3265993.183399998,50,87.86285714285714,8,5,5022296.2716000145,7,0,26,95.19142857142847,74,1,0,"excellent",false,false,true,6
"low_comp","rookie","roi_first","survive6","conservative",2,91,"dismissed",3298185.999999997,2261000,9125415,0.24776955349427943,0.28550345723742443,3298185.999999997,6,92,8,3,3116185.999999997,7,0,2,95.39142857142858,6,3,0,"",false,true,false,4
"low_comp","rookie","roi_first","survive6","balanced",1,180,"won",13128206.348600002,1320000,19288328,0.06843516970470431,0.3299662972383721,3252426.427800002,72,94.37142857142861,20,5,13877033.548600003,0,8,163,100,100,0,0,"regional_star",false,false,true,6
"low_comp","rookie","roi_first","survive6","balanced",2,180,"won",16796318.747599997,921938,19929732,0.04625942787389213,0.3294633902616279,3382356.8344000005,72,96.40000000000009,14,5,17302579.147599995,0,8,181,100,100,0,0,"regional_star",false,false,true,6
"low_comp","rookie","roi_first","survive6","aggressive",1,180,"won",7418756.331799995,5457067,10801064,0.5052342065559468,0.6074627462627756,3039907.7499999995,72,91.61142857142848,30,5,10415318.931799995,26,0,138,95.19142857142833,78,1,0,"regional_star",false,false,true,6
"low_comp","rookie","roi_first","survive6","aggressive",2,180,"won",20501413.61420001,5903121,26095519,0.22621205579394685,0.485043695494186,2867324.605000002,72,91.19999999999948,29,5,24622132.61420001,26,0,308,95.29999999999913,100,0,0,"regional_star",false,false,true,6
"low_comp","rookie","roi_first","double12","conservative",1,360,"won",11038707.561600024,0,16149950,0,0.23410247093023256,3266912.926200003,72,83.37714285714252,9,11,11596998.761600023,0,0,90,89.07714285714246,100,0,0,"regional_star",false,false,true,12
"low_comp","rookie","roi_first","double12","conservative",2,181,"dismissed",3620113.4103999757,1760856,9096698,0.1935708979236202,0.25239032641475256,3352010.325599999,11,91.68285714285709,8,6,3938257.4103999753,7,0,15,95.1228571428571,11,3,0,"",false,true,false,7
"low_comp","rookie","roi_first","double12","balanced",1,301,"dismissed",14768035.973400006,7920000,11839086,0.6689705607341648,0.6815327430445152,3280265.360199997,34,92.00571428571428,28,10,15164035.973400004,28,0,157,95.3485714285714,34,3,0,"",false,true,false,11
"low_comp","rookie","roi_first","double12","balanced",2,331,"dismissed",19420900.026400097,6302370,12983691,0.4854066536241505,0.5489323752752449,3365738.147399997,34,91.19999999999997,24,11,13712530.026400097,2,0,141,95.29999999999995,34,3,0,"",false,true,false,12
"low_comp","rookie","roi_first","double12","aggressive",1,211,"dismissed",6505414.134599958,8503332,9836838,0.8644375357203199,0.8892691377824964,3021685.3548,34,92.06285714285708,30,7,6318082.134599958,28,0,96,100,34,3,0,"",false,true,false,8
"low_comp","rookie","roi_first","double12","aggressive",2,360,"won",25480288.266999815,2104842,14319956,0.14698662481923827,0.5870229253751568,2290756.8245999985,56,86.98285714285697,30,11,30800446.266999815,25,0,366,99.48857142857102,56,2,0,"regional_star",false,false,true,12
"low_comp","rookie","roi_first","star12","conservative",1,360,"won",10264192.30859998,4725400,13008939,0.36324253653583893,0.36324253653583893,3129723.729399996,28,90.65142857142841,8,11,7617792.308599981,7,0,48,91.65142857142841,100,0,0,"regional_star",false,false,true,12
"low_comp","rookie","roi_first","star12","conservative",2,360,"won",11371566.348400041,1740955,13360320,0.1303078818471414,0.25074346313545054,3403160.418000002,60,92.05142857142823,8,11,11709611.348400041,7,0,89,95.25142857142822,100,0,0,"regional_star",false,false,true,12
"low_comp","rookie","roi_first","star12","balanced",1,360,"won",16969467.394600034,9152007,15081134,0.6068513813351171,0.6400201824391799,3436329.3065999984,72,89.50000000000006,22,11,10787460.394600034,10,0,88,95.34000000000012,96,0,0,"regional_star",false,false,true,12
"low_comp","rookie","roi_first","star12","balanced",2,360,"won",23261482.19080004,5885268,22115910,0.26611014423553,0.3626087885593324,3448535.8601999995,72,86.40142857142887,24,11,25537983.790800042,24,0,282,99.02714285714302,100,0,0,"regional_star",false,false,true,12
"low_comp","rookie","roi_first","star12","aggressive",1,181,"dismissed",8187490.208000001,6981313,10220273,0.6830847864827094,0.7300369822810056,3304609.0224000006,34,92.12571428571414,30,6,7740177.208000001,22,0,93,99.12571428571414,34,3,0,"",false,true,false,7
