region,difficulty,investor,scenario,strategy,seed,day,gameState,cash,loan,creditLimit,creditUsage,netAssets,inventory,pendingOrders,soldVehicles,csi,trust,badReviews,defaultedDrafts,endingRank,bankruptcy,dismissed,won,months
"low_comp","standard","cash_guardian","survive6","balanced",1,180,"won",11080303.18100001,2818591,19100641,0.14756525710315166,12987327.381000008,8,4,170,100,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","balanced",2,180,"won",6985342.118400002,7131853,16302438,0.4374715610021029,10026452.318400003,29,0,127,100,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","balanced",3,180,"won",5428311.9641999975,1320000,15884927,0.08309764344526104,5306500.764199997,0,8,107,95.01714285714328,100,0,0,"excellent",false,false,true,6
"low_comp","standard","cash_guardian","survive6","balanced",4,180,"won",7625399.615599997,1320000,18447209,0.07155553991934498,8122433.215599997,0,8,129,97.77000000000012,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","balanced",5,180,"won",13701546.863000011,7416099,19877663,0.3730870676296303,15729064.663000014,27,0,161,95.33714285714285,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","balanced",6,180,"won",9550668.291000018,7830741,14081356,0.5561070254881704,11117831.291000016,29,0,119,92.17857142857196,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","balanced",7,180,"won",11321518.427399993,1473796,18602654,0.07922503960993953,11714273.627399992,1,8,161,100,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","balanced",8,180,"won",11199534.232399989,1521942,17981814,0.08463784577017647,12835333.03239999,3,4,184,100,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","aggressive",1,180,"won",5814291.354799996,7575541,9171335,0.8260019942571065,3881750.354799997,19,0,81,100,50,2,0,"excellent",false,false,true,6
"low_comp","standard","cash_guardian","survive6","aggressive",2,180,"won",10405398.771000003,5502939,18360406,0.2997177186604697,15600732.571000006,30,0,234,95.0514285714281,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","aggressive",3,180,"dismissed",6011229.199799997,11785622,15937072,0.7395098673081228,2221612.7997999955,22,6,168,95.10857142857091,90,0,0,"failed",false,true,false,6
"low_comp","standard","cash_guardian","survive6","aggressive",4,180,"won",14013333.541399987,2045721,23289387,0.08783919473707058,15635421.341399986,3,12,276,93.18285714285683,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","aggressive",5,121,"bankrupt",3361546.596999996,10022637,9823779,1.0202425156347674,3050055.196999995,27,0,93,95.25142857142835,78,1,0,"",true,false,false,5
"low_comp","standard","cash_guardian","survive6","aggressive",6,180,"won",9701912.256400011,1060285,17988711,0.05894168848451676,17641778.45640001,24,0,219,96.38857142857091,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","aggressive",7,180,"won",6544439.121400014,5170272,13505306,0.38283264370314896,10886827.921400014,27,0,152,100,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","survive6","aggressive",8,180,"won",20300177.406000018,1871264,25102241,0.07454569494412869,23833262.20600002,8,6,323,95.03428571428503,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","cash_guardian","double12","conservative",1,360,"won",12427808.870000012,3499343,14548282,0.24053307462695594,10710465.870000012,6,0,87,95.24857142857084,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","conservative",2,360,"won",11541789.919,5610000,13397690,0.41872890028057075,8010789.919,7,0,58,95.2028571428569,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","conservative",3,360,"won",9371214.662200004,4950000,12762191,0.3878644348764252,6500214.662200004,7,0,45,92.15428571428552,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","conservative",4,360,"won",8075488.164000043,2578000,10224159,0.25214787837317476,8170488.164000042,9,0,76,95.28571428571388,66,2,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","conservative",5,360,"won",12824008.834400004,1262852,16415449,0.07693070107311716,13444869.634400005,4,2,133,97.45142857142812,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","conservative",6,91,"dismissed",2223702.2479999997,2920470,9862580,0.2961162292219683,2044114.648,9,0,2,95.23142857142855,16,3,0,"",false,true,false,4
"low_comp","standard","cash_guardian","double12","conservative",7,360,"won",12145052.8118,4290000,12970169,0.3307589901103062,8746052.8118,3,2,80,95.47428571428543,96,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","conservative",8,360,"won",9298368.633999988,2744400,15263221,0.17980477384164195,9152633.43399999,7,2,90,96.08285714285682,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","balanced",1,241,"dismissed",11137405.84120007,6420638,10945951,0.5865765340992299,11844767.841200069,24,0,133,95,34,3,0,"",false,true,false,9
"low_comp","standard","cash_guardian","double12","balanced",2,360,"won",26310870.134000003,11220000,15891879,0.7060209809047753,18060870.134000003,10,0,204,91.29999999999994,92,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","balanced",3,360,"won",19938805.16040003,5208973,21355258,0.2439199282911965,23740709.760400027,25,4,295,97.84142857142965,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","balanced",4,360,"won",15271022.092600001,3300000,17350191,0.19019963526626307,18123666.892600004,18,0,228,97,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","balanced",5,360,"won",18416829.11799999,5966842,18894071,0.315804995122544,22449271.91799999,30,0,298,96.45000000000013,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","balanced",6,360,"won",22849045.025399983,3816318,21597183,0.1767044340921684,28806077.42539998,27,0,351,100,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","balanced",7,360,"won",24901679.969199996,4609937,22962222,0.20076179909766573,24980831.769199997,12,8,351,99.65000000000006,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","balanced",8,360,"won",23822541.315800045,5217593,20232353,0.25788364803639,25475202.715800043,20,0,327,96.24285714285811,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","aggressive",1,91,"bankrupt",2281146.2518000016,9342644,8767311,1.0656225152729268,2006100.651800001,29,0,23,98.2857142857143,50,2,0,"",true,false,false,4
"low_comp","standard","cash_guardian","double12","aggressive",2,301,"dismissed",16860110.416600004,3960000,12353737,0.3205507774691982,21216110.416600004,28,0,280,100,54,3,0,"",false,true,false,11
"low_comp","standard","cash_guardian","double12","aggressive",3,360,"won",43714913.985599995,4475835,31754459,0.14095138575656413,45855305.38559999,12,6,655,95.00571428571287,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","aggressive",4,360,"won",39730748.29459997,8465577,29216837,0.28974994794953335,40806555.29459997,23,6,628,95.01428571428453,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","aggressive",5,241,"dismissed",12009190.060599985,4072043,11160411,0.3648649677865806,12689147.060599985,16,0,198,100,34,3,0,"",false,true,false,9
"low_comp","standard","cash_guardian","double12","aggressive",6,211,"dismissed",6704261.237599963,3939859,9855398,0.39976660506252515,9892402.237599963,24,0,158,97.2428571428569,34,3,0,"",false,true,false,8
"low_comp","standard","cash_guardian","double12","aggressive",7,360,"won",21124652.76279997,6464606,21367343,0.3025460863337103,25200633.96279997,28,0,387,95.26857142857033,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","double12","aggressive",8,360,"won",17187921.28939995,5732300,13272676,0.4318872848248537,19932767.68939995,28,0,319,98.1742857142849,88,1,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","conservative",1,271,"dismissed",5636145.472400017,4866486,9592641,0.5073145132815874,2848659.472400017,7,0,20,95.33428571428556,7,3,0,"",false,true,false,10
"low_comp","standard","cash_guardian","star12","conservative",2,360,"won",9014492.804200025,3988104,12645984,0.3153652574603922,7105388.804200025,7,0,47,95.46571428571413,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","conservative",3,301,"dismissed",7446662.902799987,3960000,10038028,0.39449979617510533,7050662.902799986,12,0,67,95.06285714285706,54,3,0,"",false,true,false,11
"low_comp","standard","cash_guardian","star12","conservative",4,360,"won",7403382.242000005,3942284,11007761,0.35813677277331873,5767571.042000007,7,0,59,92.06571428571372,88,1,0,"excellent",false,false,true,12
"low_comp","standard","cash_guardian","star12","conservative",5,271,"dismissed",3836156.347200035,2812158,9149844,0.30734491210997694,3696998.347200035,9,0,35,95.27428571428558,30,3,0,"",false,true,false,10
"low_comp","standard","cash_guardian","star12","conservative",6,360,"won",9042972.32820002,1980000,14888368,0.13298972728239924,9706137.12820002,8,0,102,95.28285714285683,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","conservative",7,360,"won",10339368.311399985,2512800,15321752,0.16400213239321457,10442528.311399985,8,0,99,93.8428571428567,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","conservative",8,360,"won",13878276.202199964,2889000,15543598,0.18586430246073013,13844401.802199963,9,0,119,96.70285714285666,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","balanced",1,360,"won",20782706.913200036,4051185,21236330,0.19076671910824516,25650043.513200037,24,4,343,99.75000000000047,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","balanced",2,301,"dismissed",15162632.88339999,7450683,11936157,0.6242112096883444,7711949.883399989,0,0,98,95.13714285714283,30,3,0,"",false,true,false,11
"low_comp","standard","cash_guardian","star12","balanced",3,271,"dismissed",11819294.240999956,5777910,11113696,0.5198909525687944,11413098.640999954,18,0,148,95.18285714285759,44,3,0,"",false,true,false,10
"low_comp","standard","cash_guardian","star12","balanced",4,360,"won",22208643.412400004,4382256,19100534,0.22943107245064456,22171213.012400005,13,3,303,95.6000000000002,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","balanced",5,360,"won",21773658.157999966,7947588,20883835,0.38056171196525923,22413434.957999967,24,4,350,96.55000000000007,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","balanced",6,360,"won",29089834.660799976,7397827,24033576,0.30781216245139714,29136903.66079998,21,8,352,95.372857142858,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","balanced",7,360,"won",17808079.613000013,5079045,18974696,0.26767464416821224,21396457.01300001,25,1,304,95.50000000000003,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","balanced",8,360,"dismissed",11258664.720400017,8785373,11318996,0.7761618609989791,2473291.7204000168,0,0,38,95.29714285714297,64,1,0,"failed",false,true,false,12
"low_comp","standard","cash_guardian","star12","aggressive",1,360,"won",20267510.645800002,6779881,19430184,0.34893550158866227,22510184.8458,26,0,452,95.01142857142743,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","aggressive",2,360,"won",28078732.907000076,5591211,18228113,0.30673559023909935,30086109.90700008,24,0,427,95.45142857142754,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","aggressive",3,360,"won",25891622.114599876,7311838,17204394,0.42499828822799574,26004784.114599876,25,0,347,93.75142857142744,92,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","aggressive",4,360,"won",19749355.304200172,10623928,15967123,0.6653626955839196,13580427.304200172,15,0,219,100,42,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","aggressive",5,301,"dismissed",24414787.650599826,2561925,14212188,0.18026253241232104,29277862.650599826,25,0,368,100,34,3,0,"",false,true,false,11
"low_comp","standard","cash_guardian","star12","aggressive",6,271,"dismissed",10037900.695999984,8050886,10675473,0.7541479426719547,9412014.695999984,25,0,178,96,34,3,0,"",false,true,false,10
"low_comp","standard","cash_guardian","star12","aggressive",7,360,"won",26308574.701000024,6147389,23522905,0.26133630178755557,30423031.30100002,29,0,475,95.31714285714233,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","cash_guardian","star12","aggressive",8,271,"dismissed",22137767.746799976,5209138,14983947,0.34764791947008356,16928629.746799976,0,0,212,99.2371428571425,40,3,0,"",false,true,false,10
"low_comp","standard","volume_growth","survive6","conservative",1,180,"won",4898328.463600014,3504000,10261003,0.3414870846446493,4736788.463600014,11,0,31,95.11999999999999,58,1,0,"excellent",false,false,true,6
"low_comp","standard","volume_growth","survive6","conservative",2,180,"won",6249395.6951999925,2606000,15220538,0.17121602403279043,6896025.295199992,10,0,51,95.54571428571413,91,0,0,"excellent",false,false,true,6
"low_comp","standard","volume_growth","survive6","conservative",3,180,"won",6040676.678799993,254872,15506865,0.016436075247962756,6429134.278799994,0,2,62,95.7685714285712,98,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","conservative",4,180,"won",5602089.210000005,2614000,14875968,0.17571965736952377,5920037.210000005,8,1,58,95.39999999999986,98,0,0,"excellent",false,false,true,6
"low_comp","standard","volume_growth","survive6","conservative",5,151,"dismissed",3523575.6428000005,3046116,10217730,0.2981206197462646,1962459.6428000005,5,0,7,95.18285714285713,0,3,0,"",false,true,false,6
"low_comp","standard","volume_growth","survive6","conservative",6,180,"won",3783073.5134000033,333207,14958822,0.02227494919051781,4082278.5134000033,0,2,39,95.48571428571402,57,0,0,"renewed",false,false,true,6
"low_comp","standard","volume_growth","survive6","conservative",7,180,"won",4864541.922399994,1140171,14386615,0.07925220769444376,5606470.922399994,5,0,47,97.26571428571415,98,0,0,"excellent",false,false,true,6
"low_comp","standard","volume_growth","survive6","conservative",8,180,"won",4264064.784400022,2994000,10020176,0.298797146876462,4240064.784400022,10,0,27,95.28857142857137,50,2,0,"renewed",false,false,true,6
"low_comp","standard","volume_growth","survive6","balanced",1,180,"won",11769706.409199998,1320000,21993510,0.0600177052230408,13479472.009199997,5,4,160,93.58714285714294,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","balanced",2,180,"won",8821817.086999992,7505327,18909855,0.39690029352419676,9086579.686999992,20,8,147,95.86571428571439,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","balanced",3,180,"won",9568606.851000002,4469851,20752438,0.2153891990907285,10905283.051,14,4,144,100,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","balanced",4,180,"won",10909973.666800005,5403288,19766577,0.2733547644592182,11503033.666800007,15,8,152,100,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","balanced",5,180,"won",9713600.046800006,1556200,19356775,0.08039562375447357,10251476.046800006,0,8,155,100,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","balanced",6,180,"won",9701217.695799997,1320000,18809783,0.07017624817893965,11553856.895799996,4,4,164,98.39000000000013,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","balanced",7,180,"won",12327469.492600003,2640000,19537989,0.13512137815207081,11177108.692600003,0,8,161,95.26000000000002,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","balanced",8,180,"won",5293623.421800002,5161925,17508205,0.29482891021666696,5726201.621800002,15,4,102,97.49142857142914,100,0,0,"excellent",false,false,true,6
"low_comp","standard","volume_growth","survive6","aggressive",1,180,"won",7704652.586799992,5474843,14330150,0.3820506414796775,11532995.986799993,27,0,167,96.13999999999955,96,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","aggressive",2,180,"won",10158120.465599993,3169719,21950673,0.14440190512609796,17165423.86559999,27,0,242,95.27999999999948,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","aggressive",3,180,"won",7754562.378399998,4436111,15654189,0.28338171974287524,13513010.578399997,28,0,191,96.01999999999938,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","aggressive",4,121,"dismissed",2553287.8062000177,8452443,8834259,0.9567800762916279,1822844.8062000182,26,0,22,97.31428571428563,18,3,0,"",false,true,false,5
"low_comp","standard","volume_growth","survive6","aggressive",5,180,"won",7512535.201400003,5474949,15188568,0.3604651208724878,8645946.201400004,17,12,191,96.14571428571398,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","aggressive",6,180,"won",10995755.076800024,2153856,20527176,0.10492704890336596,19321859.076800026,29,0,243,98.16857142857101,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","aggressive",7,180,"won",13968887.252800003,0,24441703,0,16744878.452800002,0,12,307,95.28285714285641,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","survive6","aggressive",8,180,"won",20538519.626000006,2431524,25844545,0.09408267779525621,24258212.426000006,11,6,325,96.55428571428519,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","volume_growth","double12","conservative",1,301,"dismissed",7996330.398000018,3579000,10173247,0.35180508248743003,7981330.398000017,12,0,67,94.71714285714259,50,3,0,"",false,true,false,11
"low_comp","standard","volume_growth","double12","conservative",2,360,"won",8218231.728200023,1147698,16317775,0.07033422142418314,8681203.328200022,3,2,100,95.45999999999968,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","conservative",3,271,"dismissed",5450397.597599969,1803390,9546948,0.18889701714097532,5726007.597599969,7,0,59,95.4714285714284,34,3,0,"",false,true,false,10
"low_comp","standard","volume_growth","double12","conservative",4,360,"won",9701577.533599999,3960000,11566842,0.3423579227588654,9305577.533599999,12,0,69,95.06571428571381,72,2,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","conservative",5,360,"won",8387231.806200016,2640000,15864586,0.16640837649340487,8436054.206200017,8,0,74,96.39714285714255,65,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","conservative",6,360,"won",11439982.940999936,2614718,13292981,0.19669914521054382,11598510.540999936,9,0,98,95.20285714285681,96,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","conservative",7,181,"dismissed",4186512.1023999974,2310000,9236031,0.25010743251078305,4549512.102399997,9,0,28,94.85428571428575,18,3,0,"",false,true,false,7
"low_comp","standard","volume_growth","double12","conservative",8,271,"dismissed",7040677.180799966,2866756,10907733,0.26281868102198686,5064921.180799966,3,0,35,95.4914285714284,17,3,0,"",false,true,false,10
"low_comp","standard","volume_growth","double12","balanced",1,360,"won",24428626.932399984,7030197,23158094,0.3035740765194234,25905741.932399984,22,4,321,95,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","balanced",2,360,"won",20234749.538999956,6176536,13078636,0.4722614804785453,22398955.938999955,27,0,271,95.15,78,1,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","balanced",3,360,"won",19356864.2312,1987758,21895004,0.09078591627569467,26490676.6312,25,4,328,97.00000000000007,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","balanced",4,360,"won",16188618.747399963,9240000,11997968,0.7701304087492149,15906823.547399964,28,0,222,95.80000000000045,68,1,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","balanced",5,151,"dismissed",4950792.938600005,7835522,9424044,0.8314394542300524,5431270.938600004,28,0,46,92.09142857142871,40,3,0,"",false,true,false,6
"low_comp","standard","volume_growth","double12","balanced",6,181,"dismissed",7131512.036800009,8812514,9960501,0.8847460584562965,3961998.0368000083,19,0,47,95.06142857142882,26,3,0,"",false,true,false,7
"low_comp","standard","volume_growth","double12","balanced",7,181,"dismissed",5880597.329399999,5133074,9652777,0.5317717378118235,2529523.329399999,6,0,31,96.18714285714303,26,3,0,"",false,true,false,7
"low_comp","standard","volume_growth","double12","balanced",8,360,"won",13840752.163399972,7536039,18187693,0.41434826286104565,12574235.56339997,20,0,213,99,86,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","aggressive",1,331,"dismissed",20240108.75759992,6121576,13185216,0.46427574641173874,21840532.75759992,26,0,400,98.46857142857053,34,3,0,"",false,true,false,12
"low_comp","standard","volume_growth","double12","aggressive",2,360,"won",35848638.40399999,3960000,25251469,0.1568225595112902,41929988.00399999,28,0,542,96.26571428571361,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","aggressive",3,151,"dismissed",4692145.18899999,8781310,9360417,0.9381323503002057,4226835.18899999,28,0,56,99.03999999999992,23,3,0,"",false,true,false,6
"low_comp","standard","volume_growth","double12","aggressive",4,360,"won",18278660.001200117,2666572,12515781,0.21305678007628928,23928088.001200117,28,0,343,99.13428571428494,66,2,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","aggressive",5,360,"won",38116479.97399996,4928372,30308354,0.16260770875251093,42232451.97399996,23,6,624,95.01999999999917,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","double12","aggressive",6,181,"dismissed",6611805.927600019,6548216,9832654,0.6659662792975325,8676589.927600019,29,0,123,96.20285714285697,34,3,0,"",false,true,false,7
"low_comp","standard","volume_growth","double12","aggressive",7,271,"dismissed",22257807.732599907,5093768,13681570,0.37230873357370536,24616934.132599905,25,0,299,99.07999999999942,44,3,0,"",false,true,false,10
"low_comp","standard","volume_growth","double12","aggressive",8,61,"bankrupt",2509508.1774000074,9172920,8823489,1.039602361378815,2144751.377400007,28,0,21,98.04000000000002,62,1,0,"",true,false,false,3
"low_comp","standard","volume_growth","star12","conservative",1,91,"dismissed",2179268.9999999916,2866000,8742250,0.327833223712431,2172680.199999992,9,0,3,95.2228571428571,6,3,0,"",false,true,false,4
"low_comp","standard","volume_growth","star12","conservative",2,360,"won",11168536.268999992,958000,16634232,0.05759207879269689,11442208.268999992,3,0,98,95.27714285714256,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","conservative",3,360,"won",11797388.385600034,0,17046000,0,12377298.785600035,0,2,125,87.89428571428509,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","conservative",4,211,"dismissed",3246352.974799993,2264294,9004752,0.2514554537426461,3676817.374799993,9,0,30,95.02285714285695,31,3,0,"",false,true,false,8
"low_comp","standard","volume_growth","star12","conservative",5,91,"dismissed",2234131.0000000075,3279000,8755746,0.3744969303586468,1981523.8000000073,10,0,1,92.22285714285712,6,3,0,"",false,true,false,4
"low_comp","standard","volume_growth","star12","conservative",6,241,"dismissed",6877957.0474,3300000,10863798,0.3037611708170568,6547957.0474,10,0,44,95.09428571428552,64,3,0,"",false,true,false,9
"low_comp","standard","volume_growth","star12","conservative",7,91,"dismissed",2315533.7999999896,3261000,8775771,0.3715912824069817,2024533.7999999896,10,0,1,95.16571428571427,6,3,0,"",false,true,false,4
"low_comp","standard","volume_growth","star12","conservative",8,241,"dismissed",4861803.48579995,1905525,9518594,0.20018975491548438,5035278.48579995,7,0,48,95.2714285714284,34,3,0,"",false,true,false,9
"low_comp","standard","volume_growth","star12","balanced",1,271,"dismissed",11429677.928000081,5689876,11017850,0.5164234401448559,12273801.928000081,22,0,144,95.254285714286,30,3,0,"",false,true,false,10
"low_comp","standard","volume_growth","star12","balanced",2,360,"won",21352797.585600007,6404924,21967437,0.2915644642567997,23648467.18560001,25,4,312,100,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","balanced",3,211,"dismissed",10675185.182999998,7920000,11889050,0.6661591969080792,11071185.182999998,28,0,109,95.07714285714307,54,3,0,"",false,true,false,8
"low_comp","standard","volume_growth","star12","balanced",4,241,"dismissed",9787770.591800027,4344291,10613941,0.40930046624529004,7917743.591800027,8,0,108,95.00000000000011,44,3,0,"",false,true,false,9
"low_comp","standard","volume_growth","star12","balanced",5,331,"dismissed",18690147.61780015,7775268,12803926,0.607256555528359,19230879.61780015,28,0,216,99,34,3,0,"",false,true,false,12
"low_comp","standard","volume_growth","star12","balanced",6,360,"won",21967109.4315999,7237848,13557399,0.5338670050206533,22451261.4315999,26,0,261,95.25,56,2,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","balanced",7,360,"won",17314059.434799973,6640789,13370623,0.496670125243977,13346270.434799973,9,1,155,94.90999999999997,60,2,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","balanced",8,301,"dismissed",13056644.103400044,4589996,11418084,0.4019935393714042,15000648.103400044,22,0,183,95.2500000000001,54,3,0,"",false,true,false,11
"low_comp","standard","volume_growth","star12","aggressive",1,360,"won",35419055.033600025,5497285,32866087,0.1672631427039063,40213826.033600025,24,0,632,90.53714285714116,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","aggressive",2,360,"won",12163419.00100004,3936580,10821020,0.3637901048145184,13572839.00100004,18,0,220,95.31714285714226,56,2,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","aggressive",3,360,"won",13967358.926399997,2978688,15411252,0.19328007873727585,16453998.926399998,15,5,304,98.6485714285706,96,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","aggressive",4,211,"dismissed",7741243.414199964,5950303,10110496,0.5885273086503372,9256163.614199962,25,0,141,99.11714285714262,44,3,0,"",false,true,false,8
"low_comp","standard","volume_growth","star12","aggressive",5,360,"won",22030925.5998,2404651,22220621,0.10821709258260603,28351852.9998,25,0,472,95.87714285714151,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","aggressive",6,360,"won",20431495.424399912,4822530,12977013,0.37162095776585874,23851505.424399912,26,0,402,99.11142857142744,78,1,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","aggressive",7,360,"won",30001579.613399994,3666501,28225462,0.12990047780263084,36486434.6134,27,0,559,95.80857142857013,100,0,0,"regional_star",false,false,true,12
"low_comp","standard","volume_growth","star12","aggressive",8,271,"dismissed",17895465.62419999,4830343,12608434,0.3831041190365116,21381122.62419999,28,0,303,95.03142857142792,34,3,0,"",false,true,false,10
"low_comp","standard","roi_first","survive6","conservative",1,180,"won",4750079.738399998,1547097,12730880,0.12152317828775387,4458825.138399999,4,2,39,95.42285714285697,98,0,0,"excellent",false,false,true,6
"low_comp","standard","roi_first","survive6","conservative",2,180,"won",5986296.069399999,660000,14456835,0.045653146072428714,6551824.869399999,2,2,60,95.36571428571408,98,0,0,"regional_star",false,false,true,6
"low_comp","standard","roi_first","survive6","conservative",3,180,"won",6524310.622999999,328200,14641024,0.02241646485928853,7001906.622999999,0,2,66,96.00571428571405,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","roi_first","survive6","conservative",4,180,"won",5119546.955200003,2640000,10342706,0.25525234885338516,4967048.555200003,8,0,36,95.35714285714275,84,1,0,"excellent",false,false,true,6
"low_comp","standard","roi_first","survive6","conservative",5,180,"won",4985650.347599995,887593,12451275,0.07128531013892152,5805918.147599995,5,0,42,95.35428571428561,100,0,0,"excellent",false,false,true,6
"low_comp","standard","roi_first","survive6","conservative",6,180,"won",5647399.799000015,1831273,13453928,0.13611437492455736,6337161.999000015,7,0,49,95.23142857142841,98,0,0,"regional_star",false,false,true,6
"low_comp","standard","roi_first","survive6","conservative",7,180,"won",3579785.4804000026,12295,13624308,0.0009024311546685527,4344420.080400003,0,2,43,96.9142857142856,67,0,0,"excellent",false,false,true,6
"low_comp","standard","roi_first","survive6","conservative",8,180,"won",7379993.916999999,863000,14962455,0.05767770061798014,7496724.317,1,2,65,95.70285714285691,100,0,0,"regional_star",false,false,true,6
"low_comp","standard","roi_first","survive6","balanced",1,180,"won",7255223.123200001,5078310,16877588,0.300890743392954,10177389.923200002,22,8,143,99.15,100,0,0,"regional_star",false,false,true,6
